material,group,power,S,z0,w0,I0,DPhi,n2
cg,1,40,0.4123354426781109,0.013449600945906005,5.7786589604516555e-05,7625810.087348546,0.5078647324344485,8.267549505855788e-12
cg,4,40,0.32734416907264463,0.014410286727756426,5.9814802916891665e-05,7117422.748191979,0.5138186166810825,8.961935374739678e-12
cg,6,40,0.4303499493306168,0.013449600945905997,5.7786589604516535e-05,7625810.087348551,0.49460607027466075,8.051711234783059e-12
