material,group,power,S,z0,w0,I0,DPhi,n2
cg,1,20,0.34769658428272954,0.012488915164055583,5.568455107348042e-05,4106205.431649215,0.2320230385329597,7.014636506760061e-12
cg,4,20,0.33819370152669126,0.014410286727756426,5.9814802916891665e-05,3558711.3740959894,0.26447548575517427,9.225871288396317e-12
cg,5,20,0.22118404925274146,0.015370972509606848,6.177646281434671e-05,3336291.9132149923,0.2562599384530177,9.535235179075789e-12
