q0,beta
0.005644659207863945,1.3746655645518508e-06
0.013219314159962647,3.714635094092371e-06
0.009664715160553812,2.896843385398037e-06
0.007935775295006442,1.0406468564136074e-06
0.012460154754387049,1.7506554261586149e-06
0.015910720964096167,2.0864302653553532e-06
